student_id,prefix,first_name,last_name,faculty,branch,key,current_otp,email,otp_expiry,loginStatus
6.60434E+12,นาย,ณัฐพล,หาดทราย,คณะวิทยาการจัดการ,การบัญชี,,0,,0,FALSE
6.60434E+12,นาย,รัตนาภรณ์,ทวีทรัพย์,คณะนิติศาสตร์,นิติศาสตร์,,0,,0,FALSE
6.60434E+12,นาย,ลัดดา,มงคล,คณะนิติศาสตร์,นิติศาสตร์,,0,,0,FALSE
6.60434E+12,นาง,สุดารัตน์,ชูศรี,คณะวิทยาศาสตร์และเทคโนโลยี,วิทยาการคอมพิวเตอร์,,0,,0,FALSE
6.60434E+12,นาง,เบญจมาศ,บุตรดี,คณะนิติศาสตร์,นิติศาสตร์,,0,,0,FALSE
6.60434E+12,นาย,ดวงพร,คงดี,คณะนิติศาสตร์,นิติศาสตร์,,0,,0,FALSE
6.60434E+12,นางสาว,มาลี,เพ็ชรแก้ว,คณะนิติศาสตร์,นิติศาสตร์,,0,,0,FALSE
6.60434E+12,นาง,รัชพล,บุญมา,คณะนิติศาสตร์,นิติศาสตร์,,0,,0,FALSE
6.60434E+12,นางสาว,วุฒิชัย,จันทร์ดี,คณะวิทยาการจัดการ,การตลาด,,0,,0,FALSE
6.60434E+12,นาย,ชินวัตร,สมใจ,คณะวิทยาการจัดการ,การบัญชี,,0,,0,FALSE
6.60434E+12,นางสาว,ยุทธนา,เขียวงาม,คณะครุศาสตร์,คณิตศาสตร์,,0,,0,FALSE
6.60434E+12,นาง,จิตรา,เป็นสุข,คณะวิทยาการจัดการ,การเงินและการธนาคาร,,0,,0,FALSE
6.60434E+12,นางสาว,วรรณา,สดชื่น,คณะนิติศาสตร์,นิติศาสตร์,,0,,0,FALSE
6.60434E+12,นางสาว,ณรงค์,เหลืองทอง,คณะนิติศาสตร์,นิติศาสตร์,,0,,0,FALSE
6.60434E+12,นาง,ปาริชาต,เนินทอง,คณะวิทยาศาสตร์และเทคโนโลยี,ชีววิทยา,,0,,0,FALSE
6.60434E+12,นางสาว,วิไลวรรณ,วิริยะ,คณะวิทยาศาสตร์และเทคโนโลยี,วิทยาศาสตร์สิ่งแวดล้อม,,0,,0,FALSE
6.60434E+12,นาย,สันติ,ปากน้ำ,คณะวิทยาศาสตร์และเทคโนโลยี,วิทยาศาสตร์สิ่งแวดล้อม,,0,,0,FALSE
6.60434E+12,นางสาว,อภิชาติ,แสนสุข,คณะวิทยาศาสตร์และเทคโนโลยี,เคมี,,0,,0,FALSE
6.60434E+12,นาง,สมศักดิ์,ศรีสุข,คณะวิทยาการจัดการ,บริหารธุรกิจ,,0,,0,FALSE
6.60434E+12,นาง,นิภาพร,อุ่นใจ,คณะนิติศาสตร์,นิติศาสตร์,,0,,0,FALSE
6.60434E+12,นาง,ชวลิต,บ้านนา,คณะนิติศาสตร์,นิติศาสตร์,,0,,0,FALSE
6.60434E+12,นางสาว,ธนากร,พลอยดี,คณะนิติศาสตร์,นิติศาสตร์,,0,,0,FALSE
6.60434E+12,นาง,ประภาส,คำหอม,คณะวิทยาศาสตร์และเทคโนโลยี,วิทยาศาสตร์สิ่งแวดล้อม,,0,,0,FALSE
6.60434E+12,นางสาว,ขวัญใจ,รุ่งเรือง,คณะวิทยาศาสตร์และเทคโนโลยี,วิทยาศาสตร์สิ่งแวดล้อม,,0,,0,FALSE
6.60434E+12,นาย,ศักดิ์ชาย,ท่าโพ,คณะวิทยาการจัดการ,บริหารธุรกิจ,,0,,0,FALSE
6.60434E+12,นางสาว,วิภา,ม่วงงาม,คณะวิทยาการจัดการ,การจัดการ,,0,,0,FALSE
6.60434E+12,นาย,พัชรา,เขียวมรกต,คณะครุศาสตร์,ภาษาไทย,,0,,0,FALSE
6.60434E+12,นาย,พงษ์พันธ์,ศรีวิไล,คณะนิติศาสตร์,นิติศาสตร์,,0,,0,FALSE
6.60434E+12,นาย,ชาญชัย,ชื่นชม,คณะวิทยาการจัดการ,การบัญชี,,0,,0,FALSE
6.60434E+12,นาง,ณัฐวุฒิ,ทองดี,คณะครุศาสตร์,วิทยาศาสตร์ทั่วไป,,0,,0,FALSE
6.60434E+12,นาง,ชัยพร,ชมพูนุช,คณะครุศาสตร์,วิทยาศาสตร์ทั่วไป,,0,,0,FALSE
6.60434E+12,นาย,กฤษณะ,ยิ้มแย้ม,คณะนิติศาสตร์,นิติศาสตร์,,0,,0,FALSE
6.60434E+12,นาง,วิรัช,ใจดี,คณะวิทยาศาสตร์และเทคโนโลยี,ชีววิทยา,,0,,0,FALSE
6.60434E+12,นาย,วัชรพล,ทองคำ,คณะวิทยาการจัดการ,บริหารธุรกิจ,,0,,0,FALSE
6.60434E+12,นาง,ชัยวัฒน์,เจริญสุข,คณะวิทยาศาสตร์และเทคโนโลยี,เคมี,,0,,0,FALSE
6.60434E+12,นาย,พิมพ์ใจ,ห้วยทราย,คณะนิติศาสตร์,นิติศาสตร์,,0,,0,FALSE
6.60434E+12,นางสาว,รัตนา,สุริยะ,คณะนิติศาสตร์,นิติศาสตร์,,0,,0,FALSE
6.60434E+12,นาย,วิชัย,เกษตรกร,คณะวิทยาศาสตร์และเทคโนโลยี,วิทยาการคอมพิวเตอร์,,0,,0,FALSE
6.60434E+12,นางสาว,ปิยะมาศ,ทิพย์สุวรรณ,คณะครุศาสตร์,วิทยาศาสตร์ทั่วไป,,0,,0,FALSE
6.60434E+12,นาง,กุลธิดา,วรรณสวย,คณะวิทยาศาสตร์และเทคโนโลยี,เทคโนโลยีสารสนเทศ,,0,,0,FALSE
6.60434E+12,นาย,นันทนา,แก้วใส,คณะวิทยาศาสตร์และเทคโนโลยี,เคมี,,0,,0,FALSE
6.60434E+12,นาย,สุริยา,ดงพลอง,คณะวิทยาศาสตร์และเทคโนโลยี,วิทยาศาสตร์สิ่งแวดล้อม,,0,,0,FALSE
6.60434E+12,นางสาว,ธีรวุฒิ,สว่างใจ,คณะวิทยาศาสตร์และเทคโนโลยี,วิทยาศาสตร์สิ่งแวดล้อม,,0,,0,FALSE
6.60434E+12,นาย,สมชาย,มั่งมี,คณะนิติศาสตร์,นิติศาสตร์,,0,,0,FALSE
6.60434E+12,นาย,ทิพวรรณ,สมบูรณ์,คณะครุศาสตร์,คณิตศาสตร์,,0,,0,FALSE
6.60434E+12,นาย,ศิริลักษณ์,สดใส,คณะครุศาสตร์,ภาษาไทย,,0,,0,FALSE
6.60434E+12,นางสาว,สมพร,หนูแก้ว,คณะวิทยาศาสตร์และเทคโนโลยี,เทคโนโลยีสารสนเทศ,,0,,0,FALSE
6.60434E+12,นาย,สุนีย์,ร่มเย็น,คณะวิทยาศาสตร์และเทคโนโลยี,เคมี,,0,,0,FALSE
6.60434E+12,นางสาว,มยุรา,หนองแวง,คณะวิทยาการจัดการ,การจัดการ,,0,,0,FALSE
6.60434E+12,นางสาว,ธิดารัตน์,สันกำแพง,คณะวิทยาการจัดการ,บริหารธุรกิจ,,0,,0,FALSE
6.60434E+12,นางสาว,สุวรรณา,ใจงาม,คณะวิทยาการจัดการ,การจัดการ,,0,,0,FALSE
6.60434E+12,นาย,ณัฐภูมิ,หาญกล้า,คณะวิทยาการจัดการ,การบัญชี,,0,,0,FALSE
6.60434E+12,นาง,นิตยา,ปัญญาดี,คณะวิทยาการจัดการ,การจัดการ,,0,,0,FALSE
6.60434E+12,นาย,ประยุทธ์,สบายดี,คณะครุศาสตร์,ภาษาไทย,,0,,0,FALSE
6.60434E+12,นาง,รุ่งนภา,บุปผา,คณะวิทยาการจัดการ,การเงินและการธนาคาร,,0,,0,FALSE
6.60434E+12,นาง,สุภาพร,ฟ้าใส,คณะนิติศาสตร์,นิติศาสตร์,,0,,0,FALSE
6.60434E+12,นาง,ทวีศักดิ์,แม่กา,คณะวิทยาศาสตร์และเทคโนโลยี,วิทยาศาสตร์สิ่งแวดล้อม,,0,,0,FALSE
6.60434E+12,นาย,ประภาพร,สาทร,คณะครุศาสตร์,การศึกษาปฐมวัย,,0,,0,FALSE
6.60434E+12,นาง,นภา,แดงสด,คณะวิทยาศาสตร์และเทคโนโลยี,วิทยาศาสตร์สิ่งแวดล้อม,,0,,0,FALSE
6.60434E+12,นางสาว,ไพโรจน์,ทองใบ,คณะนิติศาสตร์,นิติศาสตร์,,0,,0,FALSE
6.60434E+12,นาง,ศิริวรรณ,พิมพ์สวย,คณะวิทยาการจัดการ,การจัดการ,,0,,0,FALSE
6.60434E+12,นาง,กิตติพงษ์,บุญส่ง,คณะวิทยาการจัดการ,บริหารธุรกิจ,,0,,0,FALSE
6.60434E+12,นางสาว,วิมลรัตน์,ชื่นบาน,คณะครุศาสตร์,ภาษาไทย,,0,,0,FALSE
6.60434E+12,นางสาว,ภูวดล,สมหวัง,คณะวิทยาการจัดการ,บริหารธุรกิจ,,0,,0,FALSE
6.60434E+12,นาย,ศิริพร,ห้วยขมิ้น,คณะวิทยาศาสตร์และเทคโนโลยี,เคมี,,0,,0,FALSE
6.60434E+12,นาง,นุชนาถ,คุณธรรม,คณะครุศาสตร์,คณิตศาสตร์,,0,,0,FALSE
6.60434E+12,นาง,ชนินทร์,ดอนไทร,คณะวิทยาการจัดการ,การเงินและการธนาคาร,,0,,0,FALSE
6.60434E+12,นาง,กัญญา,โนนสูง,คณะนิติศาสตร์,นิติศาสตร์,,0,,0,FALSE
6.60434E+12,นางสาว,พรทิพย์,มีสุข,คณะวิทยาศาสตร์และเทคโนโลยี,เคมี,,0,,0,FALSE
6.60434E+12,นาง,ก้องเกียรติ,ทวีผล,คณะวิทยาการจัดการ,การเงินและการธนาคาร,,0,,0,FALSE
6.60434E+12,นางสาว,ประเสริฐ,เบิกบาน,คณะครุศาสตร์,คณิตศาสตร์,,0,,0,FALSE
6.60434E+12,นาง,ภาณุวัฒน์,ขาวสะอาด,คณะครุศาสตร์,คณิตศาสตร์,,0,,0,FALSE
6.60434E+12,นาง,เพ็ญพักตร์,สายทอง,คณะนิติศาสตร์,นิติศาสตร์,,0,,0,FALSE
